Sensitivity,Liquidations,Utilization_Rate,Avg_Reputation,Avg_Collateral_Ratio
0.0,31,0.2951707641404938,0.05291152654037925,2.4396223768664997
0.2,31,0.31876136581080766,0.05856357584798711,1.7483589718965216
0.4,39,0.326023236665534,0.12770484687781114,1.7255142260803504
0.6,38,0.27885380963844103,0.10954521216989126,1.7401626698571855
